Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
5001-415/222/0/36,"Ladeveien 21, 7066 TRONDHEIM",Selveierleilighet,54,58,58,2018.0,4,1117.8,2021-03-05,3990000,0.0,3990000,3,2,2021-02-24,9,Eiendomsmegler 1,7066,TRONDHEIM,5,3,7,1,0,63.442,10.4367
5001-100/449/0/3,"Osloveien 298 A, 7028 TRONDHEIM",Selveier rekkehus,72,72,84,2008.0,0,595.0,2021-03-05,2850000,0.0,2850000,3,2,2021-03-05,0,Heimdal Eiendomsmegling,7028,TRONDHEIM,5,4,5,1,0,63.388,10.3732
5001-101/107/0/0,"Sivert Gjørtlers veg 8, 7028 TRONDHEIM",Selveier tomannsbolig,221,241,260,1959.0,0,935.4,2021-03-05,5630000,0.0,5630000,7,6,2020-12-04,91,Eiendomsmegler 1,7028,TRONDHEIM,5,3,6,1,0,63.388,10.3732
5001-79/194/0/0,"Rudolf Ræders veg 7, 7033 TRONDHEIM",Selveier rekkehus,188,229,0,1974.0,0,657.0,2021-03-05,7550000,0.0,7550000,6,5,2021-02-19,14,Eiendomsmegler 1,7033,TRONDHEIM,5,3,5,0,0,63.4022,10.4305
848730122/87,"Rostengrenda 115, 7091 TILLER",Borettslag rekkehus,141,152,159,1979.0,0,37266.3,2021-03-05,3000000,429657.0,3429657,4,3,2021-02-26,7,EIE Eiendomsmegling,7091,TILLER,5,2,1,0,0,63.3619,10.3898
5001-17/860/0/194,"Strindfjordvegen 4, 7053 RANHEIM",Selveierleilighet,72,77,83,2017.0,4,14880.0,2021-03-05,4290000,0.0,4290000,3,2,2020-09-09,177,DNB Eiendom,7053,RANHEIM,5,1,7,1,0,63.4322,10.5095
5001-402/196/0/19,"Munkegata 40 B, 7011 TRONDHEIM",Selveierleilighet,43,43,47,1995.0,4,792.1,2021-03-05,2700000,0.0,2700000,2,1,2021-03-05,0,Other,7011,TRONDHEIM,5,8,7,1,0,63.4322,10.3965
5001-409/240/0/0,"Nedre Møllenberg gate 39 A, 7014 TRONDHEIM",Selveierleilighet,250,281,322,1900.0,0,223.5,2021-03-05,10050000,0.0,10050000,7,6,2020-05-26,283,Meglerhuset Nylander,7014,TRONDHEIM,5,7,7,1,0,63.4303,10.4094
948719444/87,"Olav Magnussons veg 3, 7046 TRONDHEIM",Borettslagsleilighet,90,108,108,1966.0,8,50812.7,2021-03-07,3550000,383038.0,3933038,4,3,2021-02-22,13,Eiendomsmegler 1,7046,TRONDHEIM,7,3,3,0,0,63.4247,10.4474
5001-59/1/2/0,"Jonsvannsveien 16, 7052 TRONDHEIM",Selveier tomannsbolig,281,332,332,1928.0,0,885.1,2021-03-08,10020000,0.0,10020000,3,2,2021-02-24,12,Meglerhuset Nylander,7052,TRONDHEIM,8,7,6,0,0,63.4225,10.4239
5001-194/429/0/0,"Nedre Flatåsveg 397, 7099 FLATÅSEN",Selveier enebolig,185,223,246,1998.0,0,818.0,2021-03-08,6720000,0.0,6720000,6,4,2021-02-26,10,Heimdal Eiendomsmegling,7099,FLATÅSEN,8,4,4,0,0,63.3761,10.3505
950997095/119,"Tranevegen 44 D, 7082 KATTEM",Borettslagsleilighet,53,55,60,1978.0,2,47117.1,2021-03-08,1650000,318518.0,1968518,2,1,2021-02-24,12,Eiendomsmegler 1,7082,KATTEM,8,3,3,0,0,63.346,10.3351
5001-177/802/0/0,"Nertrøa 53, 7089 HEIMDAL",Selveier rekkehus,200,229,253,2014.0,0,225.8,2021-03-08,6830000,0.0,6830000,5,5,2021-02-25,11,Eiendomsmegler 1,7089,HEIMDAL,8,3,5,1,0,63.3539,10.3105
5001-410/38/0/2,"Wessels gate 6 A, 7043 TRONDHEIM",Selveierleilighet,95,95,103,1898.0,1,427.9,2021-03-08,4850000,0.0,4850000,4,4,2021-02-26,10,Heimdal Eiendomsmegling,7043,TRONDHEIM,8,4,7,0,0,63.433,10.4219
5001-104/2332/0/0,"Vådanvegen 5 A, 7024 TRONDHEIM",Selveier enebolig,126,157,157,2018.0,0,262.6,2021-03-08,6200000,0.0,6200000,5,4,2021-02-05,31,Eiendomsmegler 1,7024,TRONDHEIM,8,3,4,1,0,63.3957,10.3237
5001-29/150/0/33,"Solveig Abrahamsens veg 18, 7054 RANHEIM",Selveierleilighet,42,46,46,2018.0,1,2975.0,2021-03-08,2530000,0.0,2530000,2,1,2021-02-25,11,Eiendomsmegler 1,7054,RANHEIM,8,3,7,0,0,63.4215,10.5451
5001-49/311/0/11,"Øvre Granåslia 17, 7047 TRONDHEIM",Selveierleilighet,0,45,45,2019.0,3,3219.3,2021-03-08,2920000,0.0,2920000,3,2,2021-03-08,0,Heimdal Eiendomsmegling,7047,TRONDHEIM,8,4,7,0,0,63.4204,10.4708
5001-80/377/0/0,"Steinanvegen 76 H, 7049 TRONDHEIM",Selveier enebolig,186,200,200,2020.0,0,388.2,2021-03-08,11800000,0.0,11800000,5,4,2021-01-14,53,Meglerhuset Nylander,7049,TRONDHEIM,8,7,4,1,0,63.4044,10.4535
954517713/17,"Hans Hagerups gate 4 B, 7012 TRONDHEIM",Borettslagsleilighet,68,68,74,1953.0,4,458.0,2021-03-09,3900000,30715.0,3930715,3,2,2021-02-26,11,Heimdal Eiendomsmegling,7012,TRONDHEIM,9,4,3,1,0,63.43,10.387
5001-323/2384/0/0,"Tonstadbrinken 32 A, 7091 TILLER",Selveier rekkehus,164,179,195,2013.0,0,355.6,2021-03-09,5390000,0.0,5390000,5,4,2021-02-26,11,EIE Eiendomsmegling,7091,TILLER,9,2,5,1,0,63.3619,10.3898
5001-17/800/0/21,"Anton Jenssens veg 72 B, 7053 RANHEIM",Selveierleilighet,100,100,107,2007.0,2,2923.3,2021-03-09,4350000,0.0,4350000,3,3,2021-03-02,7,Proaktiv,7053,RANHEIM,9,10,7,1,0,63.4322,10.5095
5001-402/244/0/2,"Dronningens gate 84, 7012 TRONDHEIM",Selveier enebolig,79,79,84,1897.0,0,198.0,2021-03-09,4390000,0.0,4390000,2,2,2021-02-20,17,Eiendomsmegler 1,7012,TRONDHEIM,9,3,4,0,0,63.43,10.387
5001-408/99/0/9,"Brinken 9, 7016 TRONDHEIM",Selveierleilighet,82,82,95,1907.0,1,538.3,2021-03-09,4950000,2934.0,4952934,2,1,2021-02-25,12,Eiendomsmegler 1,7016,TRONDHEIM,9,3,7,1,0,63.4256,10.4051
5001-405/216/0/3,"Elgeseter gate 21 B, 7030 TRONDHEIM",Selveierleilighet,62,64,71,1951.0,2,210.9,2021-03-09,3485000,94014.0,3579014,4,3,2021-02-25,12,Heimdal Eiendomsmegling,7030,TRONDHEIM,9,4,7,1,0,63.4206,10.3973
5001-24/432/0/75,"Horgsletta 35, 7055 RANHEIM",Selveierleilighet,46,50,50,2018.0,2,8954.4,2021-03-09,2940000,0.0,2940000,2,1,2021-02-25,12,Eiendomsmegler 1,7055,RANHEIM,9,3,7,1,0,63.43,10.5473
948969858/83,"Romolslia 72, 7029 TRONDHEIM",Borettslagsleilighet,77,77,81,1972.0,2,45134.2,2021-03-09,2700000,180557.0,2880557,3,2,2021-03-03,6,Eiendomsmegler 1,7029,TRONDHEIM,9,3,3,1,0,63.3767,10.3652
5001-103/31/0/7,"Skavlans veg 12 M, 7022 TRONDHEIM",Selveier tomannsbolig,77,80,80,1989.0,1,3365.0,2021-03-09,3240000,0.0,3240000,3,2,2021-03-02,7,Meglerhuset Nylander,7022,TRONDHEIM,9,7,6,1,0,63.4018,10.361
948969858/224,"Fogdenget 1, 7029 TRONDHEIM",Borettslagsleilighet,84,84,91,1971.0,1,194023.0,2021-03-09,2580000,130510.0,2710510,3,2,2021-02-26,11,Heimdal Eiendomsmegling,7029,TRONDHEIM,9,4,3,0,0,63.3767,10.3652
948959259/17,"Kongens gate 51 B, 7012 TRONDHEIM",Borettslagsleilighet,43,43,46,1962.0,4,1037.4,2021-03-09,3000000,7000.0,3007000,2,1,2021-02-27,10,Eiendomsmegler 1,7012,TRONDHEIM,9,3,3,0,0,63.43,10.387
5001-410/686/0/36,"Dyre Halses gate 14, 7042 TRONDHEIM",Selveierleilighet,43,43,48,2007.0,2,1401.5,2021-03-09,3450000,0.0,3450000,2,1,2021-02-24,13,Eiendomsmegler 1,7042,TRONDHEIM,9,3,7,1,0,63.4364,10.4134
5001-404/414/0/7,"MAGNUS DEN GODES GATE 8, 7030 TRONDHEIM",Selveierleilighet,45,45,49,1914.0,4,595.8,2021-03-09,3600000,12220.0,3612220,2,1,2021-02-27,10,Proaktiv,7030,TRONDHEIM,9,10,7,1,0,63.4206,10.3973
5001-91/31/0/48,"Gamle Leirvegen 103, 7038 TRONDHEIM",Selveierleilighet,53,53,53,2013.0,3,7568.9,2021-03-09,2900000,0.0,2900000,2,2,2021-02-26,11,Eiendomsmegler 1,7038,TRONDHEIM,9,3,7,1,0,63.3864,10.401
990000697/34,"Nedre Ila 5, 7018 TRONDHEIM",Borettslagsleilighet,68,80,87,2007.0,4,1133.8,2021-03-09,2350000,1415272.0,3765272,3,2,2021-02-26,11,Eiendomsmegler 1,7018,TRONDHEIM,9,3,3,1,1,63.429,10.3682
948924781/44,"Balders veg 1 F, 7033 TRONDHEIM",Borettslagsleilighet,31,31,34,1964.0,1,8376.8,2021-03-09,2000000,139855.0,2139855,1,1,2021-03-01,8,Eiendomsmegler 1,7033,TRONDHEIM,9,3,3,1,0,63.4022,10.4305
5001-21/916/0/0,"Nyheimsvegen 37 C, 7058 CHARLOTTENLUND",Selveier enebolig,218,221,241,1987.0,0,3500.4,2021-03-09,8700000,0.0,8700000,5,4,2021-02-25,12,Proaktiv,7058,CHARLOTTENLUND,9,10,4,1,0,63.4239,10.4927
948658909/144,"Trygve Thesens vei 6, 7020 TRONDHEIM",Borettslagsleilighet,62,62,68,1960.0,3,42651.8,2021-03-09,2880000,133031.0,3013031,3,2,2021-02-27,10,DNB Eiendom,7020,TRONDHEIM,9,1,3,0,0,63.4194,10.3541
846722092/2046,"Utleirtunet 5 D, 7036 TRONDHEIM",Borettslagsleilighet,55,55,60,1971.0,1,34883.7,2021-03-09,2315000,115180.0,2430180,2,1,2021-02-26,11,Proaktiv,7036,TRONDHEIM,9,10,3,0,0,63.3909,10.4281
5001-20/72/0/0,"Jakobsgrenda 66, 7059 JAKOBSLI",Selveier enebolig,152,172,189,2004.0,0,318.1,2021-03-09,7000000,0.0,7000000,5,3,2021-02-25,12,DNB Eiendom,7059,JAKOBSLI,9,1,4,1,0,63.4186,10.4965
948722585/103,"Karolinerveien 2 A, 7021 TRONDHEIM",Borettslagsleilighet,25,25,28,1967.0,4,44327.8,2021-03-09,1890000,12894.0,1902894,1,0,2021-02-18,19,Eiendomsmegler 1,7021,TRONDHEIM,9,3,3,1,0,63.4105,10.3646
951563560/58,"Johan Cappelens veg 15, 7033 TRONDHEIM",Borettslagsleilighet,41,41,44,1968.0,1,37260.5,2021-03-09,2110000,176083.0,2286083,2,1,2021-02-26,11,Heimdal Eiendomsmegling,7033,TRONDHEIM,9,4,3,1,0,63.4022,10.4305
948924781/28,"Balders veg 1 D, 7033 TRONDHEIM",Borettslagsleilighet,31,31,34,1964.0,1,8376.8,2021-03-09,2150000,139855.0,2289855,1,1,2021-03-01,8,Eiendomsmegler 1,7033,TRONDHEIM,9,3,3,0,0,63.4022,10.4305
948722208/206,"Njords veg 30 C, 7035 TRONDHEIM",Borettslagsleilighet,64,64,70,1963.0,3,28048.6,2021-03-09,2750000,589238.0,3339238,3,2,2021-02-26,11,Proaktiv,7035,TRONDHEIM,9,10,3,1,0,63.4044,10.4198
5001-50/340/0/0,"Sildråpevegen 33 D, 7048 TRONDHEIM",Selveier rekkehus,110,155,176,1968.0,0,194.7,2021-03-09,4000000,114042.0,4114042,4,3,2021-02-26,11,Proaktiv,7048,TRONDHEIM,9,10,5,1,0,63.4122,10.4696
5001-73/271/0/71,"Sorgenfriveien 26, 7031 TRONDHEIM",Selveierleilighet,36,36,36,2020.0,6,1198.1,2021-03-09,2915000,0.0,2915000,2,1,2021-03-09,0,Heimdal Eiendomsmegling,7031,TRONDHEIM,9,4,7,0,0,63.4068,10.401
5001-421/292/0/2,"Arilds gate 1 B, 7017 TRONDHEIM",Selveierleilighet,100,100,100,1907.0,1,631.9,2021-03-09,5000000,171971.0,5171971,3,3,2021-03-01,8,Eiendomsmegler 1,7017,TRONDHEIM,9,3,7,0,0,63.4255,10.3705
5001-49/311/0/4,"Øvre Granåslia 17, 7047 TRONDHEIM",Selveierleilighet,48,48,48,2019.0,1,3219.3,2021-03-09,2795000,0.0,2795000,3,2,2021-03-08,1,Heimdal Eiendomsmegling,7047,TRONDHEIM,9,4,7,1,0,63.4204,10.4708
5001-520/53/0/3,"Torvmarkvegen 6 A, 7540 KLÆBU",Selveier rekkehus,112,125,130,1998.0,0,1026.0,2021-03-09,3500000,0.0,3500000,4,3,2019-09-05,551,Heimdal Eiendomsmegling,7540,KLÆBU,9,4,5,1,0,63.2976,10.4826
948722585/103,"Karolinerveien 2 A, 7021 TRONDHEIM",Borettslagsleilighet,25,25,28,1967.0,4,44327.8,2021-03-09,1890000,12894.0,1902894,1,0,2021-02-18,19,Eiendomsmegler 1,7021,TRONDHEIM,9,3,3,1,0,63.4105,10.3646
948721058/14,"Bekkasinvegen 27, 7082 KATTEM",Borettslagsleilighet,100,105,117,1975.0,1,68952.7,2021-03-09,2100000,492500.0,2592500,3,2,2021-02-27,10,Krogsveen,7082,KATTEM,9,5,3,0,0,63.346,10.3351
5001-49/311/0/10,"Øvre Granåslia 17, 7047 TRONDHEIM",Selveierleilighet,0,45,45,2019.0,2,3219.3,2021-03-09,2795000,0.0,2795000,3,2,2021-03-09,0,Heimdal Eiendomsmegling,7047,TRONDHEIM,9,4,7,1,0,63.4204,10.4708
5001-408/4/0/1,"Nedre Bakklandet 25 A, 7014 TRONDHEIM",Selveierleilighet,152,152,167,1996.0,1,395.4,2021-03-09,6500000,0.0,6500000,5,6,2021-03-09,0,Eiendomsmegler 1,7014,TRONDHEIM,9,3,7,0,0,63.4303,10.4094
959938466/35,"Nordre Hallsetveg 78 C, 7023 TRONDHEIM",Borettslagsleilighet,65,65,70,1958.0,3,2709.3,2021-03-10,2335000,765575.0,3100575,2,2,2021-03-01,9,Heimdal Eiendomsmegling,7023,TRONDHEIM,10,4,3,0,0,63.3966,10.3642
5001-12/5/0/55,"Fernanda Nissens veg 20, 7045 TRONDHEIM",Selveierleilighet,41,46,51,2007.0,3,9014.5,2021-03-10,2910000,4940.0,2914940,2,1,2021-02-28,10,Eiendomsmegler 1,7045,TRONDHEIM,10,3,7,1,0,63.4329,10.4497
5001-12/42/0/3,"Dalkantvegen 22, 7045 TRONDHEIM",Selveierleilighet,43,43,43,2015.0,1,1493.1,2021-03-10,2940000,0.0,2940000,2,1,2021-03-05,5,Eiendomsmegler 1,7045,TRONDHEIM,10,3,7,1,0,63.4329,10.4497
5001-410/92/0/1,"Rosenborg gate 33, 7043 TRONDHEIM",Selveierleilighet,58,58,64,1939.0,1,631.1,2021-03-10,3400000,0.0,3400000,2,2,2020-09-23,168,Meglerhuset Nylander,7043,TRONDHEIM,10,7,7,1,0,63.433,10.4219
5001-177/816/0/96,"Andersbakkan 92, 7089 HEIMDAL",Selveierleilighet,42,48,48,2020.0,2,4953.6,2021-03-10,2550000,0.0,2550000,3,2,2021-02-23,15,Eiendomsmegler 1,7089,HEIMDAL,10,3,7,1,0,63.3539,10.3105
5001-177/814/0/65,"Jernkisvegen 4, 7089 HEIMDAL",Selveierleilighet,49,53,53,2017.0,6,3044.9,2021-03-10,2950000,0.0,2950000,3,2,2021-02-26,12,Eiendomsmegler 1,7089,HEIMDAL,10,3,7,1,0,63.3539,10.3105
948720175/555,"Waldemar Aunes veg 14 D, 7027 TRONDHEIM",Borettslagsleilighet,81,81,87,1967.0,2,88842.0,2021-03-10,2850000,161680.0,3011680,4,3,2020-12-28,72,Eiendomsmegler 1,7027,TRONDHEIM,10,3,3,1,1,63.39,10.3634
5001-81/41/0/0,"Steinåsen 52, 7049 TRONDHEIM",Selveier enebolig,206,225,225,1980.0,0,1340.3,2021-03-10,8300000,0.0,8300000,4,3,2021-02-26,12,EIE Eiendomsmegling,7049,TRONDHEIM,10,2,4,0,0,63.4044,10.4535
5001-9/856/0/9,"Kinnvegen 5, 7045 TRONDHEIM",Selveierleilighet,63,63,70,1945.0,2,722.1,2021-03-10,3565000,0.0,3565000,2,2,2021-03-05,5,Heimdal Eiendomsmegling,7045,TRONDHEIM,10,4,7,0,0,63.4329,10.4497
5001-16/262/0/0,"Churchills veg 11 F, 7058 CHARLOTTENLUND",Selveier rekkehus,110,121,131,1968.0,0,131.5,2021-03-10,4225000,0.0,4225000,4,3,2021-03-02,8,Privatmegleren,7058,CHARLOTTENLUND,10,9,5,0,0,63.4239,10.4927
5001-323/2360/0/0,"Ingeborg Ofstads veg 40, 7091 TILLER",Selveier rekkehus,112,122,122,2011.0,0,172.5,2021-03-10,4800000,0.0,4800000,4,4,2021-03-03,7,Eiendomsmegler 1,7091,TILLER,10,3,5,0,0,63.3619,10.3898
5001-23/801/0/0,"Heimtrøa 22 B, 7054 RANHEIM",Selveier enebolig,381,434,434,2020.0,0,611.2,2021-03-10,14000000,0.0,14000000,10,9,2021-03-10,0,Eiendomsmegler 1,7054,RANHEIM,10,3,4,0,0,63.4215,10.5451
5001-415/234/0/118,"Stjørdalsveien 11, 7066 TRONDHEIM",Selveierleilighet,124,124,135,2018.0,8,1262.7,2021-03-10,11000000,0.0,11000000,4,2,2020-08-14,208,Eiendomsmegler 1,7066,TRONDHEIM,10,3,7,1,0,63.442,10.4367
5001-96/625/0/7,"Gjørtlervegen 1 A, 7021 TRONDHEIM",Selveierleilighet,40,40,44,2007.0,1,6752.1,2021-03-10,2580000,11017.0,2591017,3,1,2021-03-02,8,Meglerhuset Nylander,7021,TRONDHEIM,10,7,7,1,0,63.4105,10.3646
5001-417/132/0/6,"Mellomila 77, 7018 TRONDHEIM",Selveierleilighet,42,45,48,2014.0,2,1490.9,2021-03-10,2900000,0.0,2900000,2,1,2021-02-27,11,Eiendomsmegler 1,7018,TRONDHEIM,10,3,7,1,0,63.429,10.3682
5001-411/125/0/17,"Bjørn Stallares gate 8 A, 7067 TRONDHEIM",Selveierleilighet,54,54,59,1904.0,4,664.1,2021-03-10,3050000,0.0,3050000,3,2,2021-02-27,11,Proaktiv,7067,TRONDHEIM,10,10,7,0,0,63.438,10.4277
5001-412/408/0/86,"Julianus Holms veg 58, 7041 TRONDHEIM",Selveierleilighet,45,49,49,2016.0,1,4721.5,2021-03-10,3150000,0.0,3150000,2,1,2021-03-01,9,Eiendomsmegler 1,7041,TRONDHEIM,10,3,7,1,0,63.4449,10.4454
5001-412/407/0/43,"Julianus Holms veg 48, 7041 TRONDHEIM",Selveierleilighet,97,101,110,2016.0,1,5120.2,2021-03-10,4880000,0.0,4880000,4,3,2020-03-19,356,Meglerhuset Nylander,7041,TRONDHEIM,10,7,7,1,0,63.4449,10.4454
5001-23/181/0/0,"Hitravegen 17, 7055 RANHEIM",Selveier enebolig,155,167,184,1984.0,0,729.6,2021-03-10,8600000,0.0,8600000,5,4,2021-03-02,8,Krogsveen,7055,RANHEIM,10,5,4,0,0,63.43,10.5473
5001-414/545/0/39,"Håkon Magnussons gate 26, 7041 TRONDHEIM",Selveierleilighet,84,88,93,2017.0,2,2104.2,2021-03-10,4555000,0.0,4555000,4,3,2021-02-26,12,Meglerhuset Nylander,7041,TRONDHEIM,10,7,7,1,0,63.4449,10.4454
5001-407/287/0/2,"Teglbrennerveien 70, 7016 TRONDHEIM",Selveierleilighet,93,105,105,1988.0,2,131.2,2021-03-10,6000000,0.0,6000000,3,3,2021-02-19,19,Heimdal Eiendomsmegling,7016,TRONDHEIM,10,4,7,1,0,63.4256,10.4051
5001-96/625/0/7,"Gjørtlervegen 1 A, 7021 TRONDHEIM",Selveierleilighet,40,40,44,2007.0,1,6752.1,2021-03-10,2580000,11017.0,2591017,3,1,2021-03-02,8,Meglerhuset Nylander,7021,TRONDHEIM,10,7,7,1,0,63.4105,10.3646
5001-17/860/0/89,"Grillstadfjæra 39, 7053 RANHEIM",Selveierleilighet,47,51,56,2018.0,1,14880.0,2021-03-10,3050000,0.0,3050000,2,1,2020-12-18,82,Propr,7053,RANHEIM,10,11,7,1,0,63.4322,10.5095
985882568/33,"Frostaveien 13 D, 7068 TRONDHEIM",Borettslagsleilighet,37,37,42,2004.0,1,1403.8,2021-03-10,2540000,0.0,2540000,2,1,2021-02-26,12,Heimdal Eiendomsmegling,7068,TRONDHEIM,10,4,3,1,1,63.4357,10.4286
5001-58/246/0/3,"Paul Fjermstads veg 31, 7052 TRONDHEIM",Selveierleilighet,65,65,70,1957.0,2,1192.2,2021-03-11,3925000,0.0,3925000,3,2,2021-03-04,7,Meglerhuset Nylander,7052,TRONDHEIM,11,7,7,1,1,63.4225,10.4239
5001-61/6/0/1,"Falsens gate 9, 7052 TRONDHEIM",Selveier tomannsbolig,125,133,145,1929.0,1,1009.0,2021-03-11,8100000,0.0,8100000,3,3,2021-03-03,8,Privatmegleren,7052,TRONDHEIM,11,9,6,1,0,63.4225,10.4239
5001-9/860/0/1,"Utsiravegen 3, 7045 TRONDHEIM",Selveierleilighet,34,34,37,1945.0,1,607.1,2021-03-11,2275000,0.0,2275000,2,1,2021-03-02,9,Eiendomsmegler 1,7045,TRONDHEIM,11,3,7,0,0,63.4329,10.4497
5001-50/396/0/0,"Angelltrøvegen 78, 7048 TRONDHEIM",Selveier tomannsbolig,81,89,89,1968.0,0,449.8,2021-03-11,3525000,114042.0,3639042,3,2,2021-03-02,9,Eiendomsmegler 1,7048,TRONDHEIM,11,3,6,1,0,63.4122,10.4696
5001-77/274/0/0,"Venusvegen 9 B, 7036 TRONDHEIM",Selveier tomannsbolig,127,150,165,1965.0,0,559.8,2021-03-11,4400000,0.0,4400000,4,3,2021-03-04,7,DNB Eiendom,7036,TRONDHEIM,11,1,6,1,0,63.3909,10.4281
5001-49/215/0/1,"Stokkbekken 136, 7048 TRONDHEIM",Selveierleilighet,66,72,72,2016.0,1,5389.7,2021-03-11,3550000,0.0,3550000,4,3,2021-03-11,0,Other,7048,TRONDHEIM,11,8,7,1,0,63.4122,10.4696
988933759/12,"Østmarkveien 6 D, 7040 TRONDHEIM",Borettslagsleilighet,40,40,44,2005.0,1,10171.0,2021-03-11,1710000,712416.0,2422416,2,1,2021-02-09,30,Eiendomsmegler 1,7040,TRONDHEIM,11,3,3,0,0,63.4504,10.4456
5001-417/72/0/49,"Mellomila 86, 7018 TRONDHEIM",Selveierleilighet,53,53,58,2001.0,4,2329.4,2021-03-11,3475000,0.0,3475000,2,1,2021-03-03,8,Proaktiv,7018,TRONDHEIM,11,10,7,1,0,63.429,10.3682
948720175/116,"Selsbakkvegen 46 C, 7027 TRONDHEIM",Borettslagsleilighet,78,78,86,1966.0,2,57102.2,2021-03-11,3100000,145529.0,3245529,3,2,2021-03-04,7,Privatmegleren,7027,TRONDHEIM,11,9,3,1,0,63.39,10.3634
948061570/60,"Ulstadløkkveien 32, 7067 TRONDHEIM",Borettslagsleilighet,50,50,55,1918.0,2,3519.9,2021-03-11,3350000,53032.0,3403032,2,2,2021-03-03,8,Privatmegleren,7067,TRONDHEIM,11,9,3,0,0,63.438,10.4277
5001-101/17/0/1,"Gammel-lina 43, 7028 TRONDHEIM",Selveier tomannsbolig,103,103,112,1913.0,1,1062.0,2021-03-11,3050000,0.0,3050000,4,3,2021-03-01,10,Heimdal Eiendomsmegling,7028,TRONDHEIM,11,4,6,1,0,63.388,10.3732
5001-412/408/0/114,"Julianus Holms veg 56, 7041 TRONDHEIM",Selveierleilighet,45,49,49,2016.0,5,4721.5,2021-03-11,3250000,0.0,3250000,2,1,2021-03-01,10,Eiendomsmegler 1,7041,TRONDHEIM,11,3,7,1,0,63.4449,10.4454
5001-412/407/0/31,"Julianus Holms veg 44, 7041 TRONDHEIM",Selveierleilighet,65,69,75,2015.0,4,5120.2,2021-03-11,3890000,0.0,3890000,3,2,2021-03-03,8,Privatmegleren,7041,TRONDHEIM,11,9,7,1,0,63.4449,10.4454
987509260/17,"Nermarka 25, 7047 TRONDHEIM",Borettslagsleilighet,72,86,86,2006.0,3,8028.2,2021-03-11,3400000,360668.0,3760668,3,2,2021-03-03,8,Eiendomsmegler 1,7047,TRONDHEIM,11,3,3,0,0,63.4204,10.4708
948657104/62,"Gina Krogs veg 12, 7046 TRONDHEIM",Borettslagsleilighet,67,67,74,1948.0,2,42247.4,2021-03-11,3920000,211003.0,4131003,3,2,2021-03-02,9,Eiendomsmegler 1,7046,TRONDHEIM,11,3,3,0,0,63.4247,10.4474
848896772/136,"Østre berg 11, 7050 TRONDHEIM",Borettslagsleilighet,100,100,110,1972.0,3,47477.8,2021-03-11,4100000,143367.0,4243367,4,3,2021-02-27,12,Proaktiv,7050,TRONDHEIM,11,10,3,0,0,63.4124,10.4311
950374047/68,"Ekornvegen 3, 7082 KATTEM",Borettslag rekkehus,106,157,168,1979.0,0,57962.1,2021-03-11,2350000,899534.0,3249534,4,3,2021-02-26,13,Heimdal Eiendomsmegling,7082,KATTEM,11,4,1,0,0,63.346,10.3351
5001-411/73/0/5,"Frostaveien 6, 7068 TRONDHEIM",Selveierleilighet,68,68,72,1905.0,2,612.9,2021-03-11,3500000,90135.0,3590135,3,2,2021-03-03,8,Eiendomsmegler 1,7068,TRONDHEIM,11,3,7,0,0,63.4357,10.4286
5001-72/3/0/7,"Ole Tilseths veg 10, 7037 TRONDHEIM",Selveierleilighet,91,95,101,2001.0,2,4022.4,2021-03-11,3575000,0.0,3575000,4,3,2021-02-27,12,Eiendomsmegler 1,7037,TRONDHEIM,11,3,7,1,0,63.3941,10.4113
5001-409/568/0/14,"Innherredsveien 1 A, 7014 TRONDHEIM",Selveierleilighet,56,60,66,2016.0,4,517.9,2021-03-11,4490000,0.0,4490000,3,2,2021-03-03,8,EIE Eiendomsmegling,7014,TRONDHEIM,11,2,7,0,0,63.4303,10.4094
5001-97/1165/0/2,"Skjermvegen 68 C, 7023 TRONDHEIM",Selveier rekkehus,0,158,158,2021.0,0,0.0,2021-03-11,5700000,0.0,5700000,5,4,2021-03-11,0,Other,7023,TRONDHEIM,11,8,5,0,0,63.3966,10.3642
5001-401/134/0/28,"Fjordgata 18 A, 7010 TRONDHEIM",Selveierleilighet,104,106,118,1998.0,3,1761.7,2021-03-11,6800000,0.0,6800000,3,2,2021-03-03,8,Privatmegleren,7010,TRONDHEIM,11,9,7,1,0,63.435,10.3997
5001-410/698/0/50,"Bjørnsons gate 8, 7015 TRONDHEIM",Selveierleilighet,85,98,106,2006.0,2,5824.1,2021-03-11,6450000,0.0,6450000,3,2,2021-03-02,9,DNB Eiendom,7015,TRONDHEIM,11,1,7,1,0,63.4288,10.4221
5001-198/5/0/4,"Anne Ekrens veg 5, 7080 HEIMDAL",Selveierleilighet,45,45,45,2020.0,1,4832.0,2021-03-11,2770000,0.0,2770000,2,1,2021-03-01,10,Eiendomsmegler 1,7080,HEIMDAL,11,3,7,1,0,63.3477,10.3538
5001-410/693/0/60,"Dyre Halses gate 2, 7042 TRONDHEIM",Selveierleilighet,48,51,60,2006.0,7,1532.9,2021-03-11,4220000,9326.0,4229326,2,1,2021-03-01,10,Eiendomsmegler 1,7042,TRONDHEIM,11,3,7,1,0,63.4364,10.4134
